ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
WDC,111987.0,2004-04-19,2004-05-22,10.63,10.0,-0.0593,2004-04-19,0.3,0.4,0.333,2004-05-22,1.7,1.8,1.767,-1.434,0.0333,0.4295,60605.29,61.0,61000.0,-8747.4,51857.89
FOSL,104964.0,2004-04-19,2004-05-22,23.93,22.5,-0.0598,2004-04-19,0.35,0.6,0.432,2004-05-22,0.0,0.2,0.134,0.298,0.0192,0.2306,60605.29,27.0,60750.0,804.6,61409.89
CVH,103485.0,2004-04-19,2004-05-22,42.73,40.0,-0.0639,2004-04-19,0.55,0.65,0.583,2004-05-22,0.0,0.05,0.034,0.5489999999999999,0.0146,0.1713,60605.29,15.0,60000.0,823.5,61428.79
AZO,101806.0,2004-04-19,2004-05-22,82.64,75.0,-0.0924,2004-04-19,0.35,0.45,0.383,2004-05-22,0.0,0.05,0.034,0.349,0.0051,0.0571,60605.29,8.0,60000.0,279.2,60884.49
WLP,111951.0,2004-04-19,2004-05-22,111.65,100.0,-0.1043,2004-04-19,0.6,0.65,0.617,2004-05-22,0.0,0.05,0.034,0.583,0.0062,0.0698,60605.29,6.0,60000.0,349.8,60955.090000000004
RCII,109575.0,2004-04-19,2004-05-22,31.61,30.0,-0.0509,2004-04-19,0.35,0.55,0.416,2004-05-22,1.8,1.95,1.901,-1.485,0.0139,0.1625,60605.29,20.0,60000.0,-2970.0,57635.29
FDP,112285.0,2004-04-19,2004-05-22,24.93,22.5,-0.0975,2004-04-19,0.1,0.2,0.133,2004-05-22,0.0,0.1,0.067,0.066,0.0059,0.0663,60605.29,27.0,60750.0,178.2,60783.49
TOL,111071.0,2004-04-19,2004-05-22,40.97,35.0,-0.1457,2004-04-19,0.3,0.5,0.366,2004-05-22,0.0,0.05,0.034,0.33199999999999996,0.0105,0.1207,60605.29,17.0,59500.0,564.4,61169.69
AXL,101341.0,2004-04-19,2004-05-22,38.58,35.0,-0.0928,2004-04-19,0.15,0.35,0.216,2004-05-22,1.45,1.65,1.584,-1.368,0.0062,0.0698,60605.29,17.0,59500.0,-2325.6,58279.69
NLS,103885.0,2004-04-19,2004-05-22,17.16,15.0,-0.1259,2004-04-19,0.15,0.2,0.167,2004-05-22,0.0,0.1,0.067,0.1,0.0111,0.128,60605.29,40.0,60000.0,400.0,61005.29
PPD,109146.0,2004-04-19,2004-05-22,24.52,22.5,-0.0824,2004-04-19,0.25,0.45,0.316,2004-05-22,0.0,0.15,0.101,0.215,0.014,0.1638,60605.29,27.0,60750.0,580.5,61185.79
MDC,107084.0,2004-04-19,2004-05-22,65.11,60.0,-0.0785,2004-04-19,1.15,1.25,1.183,2004-05-22,0.3,0.4,0.367,0.8160000000000001,0.0197,0.2372,60605.29,10.0,60000.0,816.0,61421.29
MGAM,107768.0,2004-04-19,2004-05-22,24.0,22.5,-0.0625,2004-04-19,0.85,1.05,0.916,2004-05-22,1.15,1.25,1.217,-0.30100000000000005,0.0407,0.5453,60605.29,27.0,60750.0,-812.7,59792.590000000004
OHP,108577.0,2004-04-19,2004-05-22,53.19,47.5,-0.107,2004-04-19,0.55,0.6,0.567,2004-05-22,0.0,0.05,0.034,0.5329999999999999,0.0119,0.1377,60605.29,13.0,61750.0,692.9,61298.19
DHI,103651.0,2004-04-19,2004-05-22,31.55,26.625,-0.1561,2004-04-19,0.15,0.25,0.183,2004-05-22,0.45,0.5,0.484,-0.301,0.0069,0.0779,60605.29,23.0,61237.5,-692.3,59912.99
THO,111015.0,2004-04-19,2004-05-22,29.47,27.5,-0.0668,2004-04-19,0.4,0.65,0.483,2004-05-22,0.95,1.2,1.118,-0.6350000000000001,0.0176,0.2096,60605.29,22.0,60500.0,-1397.0,59208.29
UOPX,101591.0,2004-04-19,2004-05-22,89.31,80.0,-0.1042,2004-04-19,0.7,0.9,0.766,2004-05-22,0.0,0.05,0.034,0.732,0.0096,0.1099,60605.29,8.0,64000.0,585.6,61190.89
ANF,100974.0,2004-04-19,2004-05-22,32.87,30.0,-0.0873,2004-04-19,0.4,0.55,0.45,2004-05-22,0.0,0.05,0.034,0.41600000000000004,0.015,0.1764,60605.29,20.0,60000.0,832.0,61437.29
PHM,109297.0,2004-04-19,2004-05-22,48.03,45.0,-0.0631,2004-04-19,1.0,1.15,1.05,2004-05-22,0.0,0.05,0.034,1.016,0.0233,0.2857,60605.29,13.0,58500.0,1320.8,61926.090000000004
UHS,111493.0,2004-04-19,2004-05-22,43.33,40.0,-0.0769,2004-04-19,0.55,0.7,0.6,2004-05-22,0.0,0.15,0.101,0.499,0.015,0.1764,60605.29,15.0,60000.0,748.5,61353.79
ROST,109706.0,2004-04-19,2004-05-22,30.88,27.5,-0.1095,2004-04-19,0.1,0.2,0.133,2004-05-22,2.5,2.75,2.667,-2.534,0.0048,0.0536,60605.29,22.0,60500.0,-5574.8,55030.49
JNY,106569.0,2004-04-19,2004-05-22,37.64,35.0,-0.0701,2004-04-19,0.25,0.45,0.316,2004-05-22,0.0,0.15,0.101,0.215,0.009,0.1027,60605.29,17.0,59500.0,365.5,60970.79
